,Datetime,Open,High,Low,Close
58,2021-02-27 01:59:59.999,46276.88,47568.18,46156.24,47525.07
59,2021-02-27 02:59:59.999,47523.34,47960.0,47331.54,47761.97
60,2021-02-27 03:59:59.999,47761.97,48085.47,47186.0,47375.34
61,2021-02-27 04:59:59.999,47375.34,47937.03,47158.26,47423.08
62,2021-02-27 05:59:59.999,47423.07,47918.4,47278.54,47657.47
63,2021-02-27 06:59:59.999,47657.48,47955.58,47460.21,47803.71
64,2021-02-27 07:59:59.999,47799.68,48394.0,47527.33,47566.6
65,2021-02-27 08:59:59.999,47560.69,47626.26,46712.18,47158.53
66,2021-02-27 09:59:59.999,47153.01,47284.74,46380.0,46620.5
67,2021-02-27 10:59:59.999,46620.83,46827.73,46224.84,46671.04
68,2021-02-27 11:59:59.999,46671.04,47099.97,46601.01,46775.51
69,2021-02-27 12:59:59.999,46775.68,47640.03,46690.0,47299.99
70,2021-02-27 13:59:59.999,47299.99,47800.0,46735.63,47429.99
71,2021-02-27 14:59:59.999,47430.0,47700.0,47058.82,47441.91
72,2021-02-27 15:59:59.999,47441.91,47620.0,46836.0,47079.64
73,2021-02-27 16:59:59.999,47078.23,47378.92,46337.53,46528.64
74,2021-02-27 17:59:59.999,46528.82,46949.96,46271.0,46883.19
75,2021-02-27 18:59:59.999,46883.19,47177.0,46700.0,47042.53
76,2021-02-27 19:59:59.999,47041.13,47329.17,46900.0,47136.3
77,2021-02-27 20:59:59.999,47136.29,47450.26,47028.59,47405.39
78,2021-02-27 21:59:59.999,47405.38,47557.14,46900.0,47081.07
79,2021-02-27 22:59:59.999,47083.43,47170.0,46534.13,46825.3
80,2021-02-27 23:59:59.999,46825.3,46870.31,45742.0,45828.43
81,2021-02-28 00:59:59.999,45828.44,46441.41,45000.0,46106.43
82,2021-02-28 01:59:59.999,46103.67,46638.46,45588.11,46345.94
83,2021-02-28 02:59:59.999,46345.93,46600.0,46100.0,46442.5
84,2021-02-28 03:59:59.999,46439.2,46518.68,45220.28,45397.23
85,2021-02-28 04:59:59.999,45397.97,45684.56,44444.0,44629.17
86,2021-02-28 05:59:59.999,44632.7,45100.0,44267.48,44384.14
87,2021-02-28 06:59:59.999,44384.38,45600.0,44200.0,44791.27
88,2021-02-28 07:59:59.999,44791.27,44977.05,43738.65,44372.43
89,2021-02-28 08:59:59.999,44379.68,44783.29,44099.99,44400.83
90,2021-02-28 09:59:59.999,44400.83,45273.68,44375.02,44856.61
91,2021-02-28 10:59:59.999,44856.61,45530.62,44680.71,45067.61
92,2021-02-28 11:59:59.999,45067.51,45513.78,44712.19,45177.2
93,2021-02-28 12:59:59.999,45177.2,45493.87,44966.63,45284.86
94,2021-02-28 13:59:59.999,45287.25,45500.17,44501.0,44756.99
95,2021-02-28 14:59:59.999,44756.99,44889.0,44150.0,44178.8
96,2021-02-28 15:59:59.999,44183.52,44652.3,43556.98,44561.92
97,2021-02-28 16:59:59.999,44564.46,44628.89,43168.0,43391.14
98,2021-02-28 17:59:59.999,43391.14,43934.56,43000.0,43514.78
99,2021-02-28 18:59:59.999,43514.77,43942.62,43085.0,43119.02
100,2021-02-28 19:59:59.999,43123.42,43779.96,43001.0,43677.39
101,2021-02-28 20:59:59.999,43683.79,44521.66,43434.22,44405.32
102,2021-02-28 21:59:59.999,44402.88,44960.0,44088.0,44860.38
103,2021-02-28 22:59:59.999,44866.37,45380.21,44845.88,45129.52
104,2021-02-28 23:59:59.999,45129.52,45362.35,44755.1,45180.0
105,2021-03-01 00:59:59.999,45179.99,45919.61,44850.0,45135.66
106,2021-03-01 01:59:59.999,45134.11,46571.3,44950.53,46217.19
107,2021-03-01 02:59:59.999,46217.18,46492.33,45850.0,46161.83
108,2021-03-01 03:59:59.999,46166.16,46796.94,46102.84,46419.56
109,2021-03-01 04:59:59.999,46414.7,46540.31,46204.08,46336.37
110,2021-03-01 05:59:59.999,46336.38,46688.13,45959.7,46458.33
111,2021-03-01 06:59:59.999,46474.53,46486.33,45980.0,46200.47
112,2021-03-01 07:59:59.999,46200.46,46272.38,45641.02,45857.3
113,2021-03-01 08:59:59.999,45857.3,46425.61,45837.28,46288.18
114,2021-03-01 09:59:59.999,46291.87,47300.0,46272.1,47009.38
115,2021-03-01 10:59:59.999,47009.38,47500.0,46900.0,47350.12
116,2021-03-01 11:59:59.999,47347.51,47714.61,46968.0,47615.66
117,2021-03-01 12:59:59.999,47615.66,48050.0,47400.0,47722.78
118,2021-03-01 13:59:59.999,47722.42,48044.63,47450.32,47913.8
119,2021-03-01 14:59:59.999,47913.8,48441.96,47757.78,47799.33
120,2021-03-01 15:59:59.999,47799.34,48564.03,47580.1,48083.04
121,2021-03-01 16:59:59.999,48083.04,49298.0,48065.54,49188.0
122,2021-03-01 17:59:59.999,49187.99,49469.99,48530.36,49065.4
123,2021-03-01 18:59:59.999,49069.6,49200.0,48527.27,48565.0
124,2021-03-01 19:59:59.999,48565.0,48777.71,48233.33,48465.27
125,2021-03-01 20:59:59.999,48465.27,48700.0,48019.06,48262.83
126,2021-03-01 21:59:59.999,48262.66,48916.55,47876.0,48512.4
127,2021-03-01 22:59:59.999,48512.99,48872.0,48338.25,48784.09
128,2021-03-01 23:59:59.999,48784.46,49300.0,48588.89,49137.73
129,2021-03-02 00:59:59.999,49137.73,49790.0,49064.62,49587.03
130,2021-03-02 01:59:59.999,49595.76,50200.0,49278.94,49354.62
131,2021-03-02 02:59:59.999,49354.63,49699.93,48710.0,49368.6
132,2021-03-02 03:59:59.999,49368.6,49777.0,49045.45,49272.74
133,2021-03-02 04:59:59.999,49272.74,49398.0,48825.0,48974.75
134,2021-03-02 05:59:59.999,48974.74,49243.0,48544.75,49159.16
135,2021-03-02 06:59:59.999,49159.16,49402.07,48660.28,48672.07
136,2021-03-02 07:59:59.999,48673.88,48846.03,48333.0,48638.36
137,2021-03-02 08:59:59.999,48631.58,48833.1,48301.36,48331.61
138,2021-03-02 09:59:59.999,48331.6,49222.0,48270.69,48858.08
139,2021-03-02 10:59:59.999,48861.23,49265.54,48861.22,49144.23
140,2021-03-02 11:59:59.999,49144.22,49263.95,48550.0,48721.09
141,2021-03-02 12:59:59.999,48721.09,49047.06,48550.0,48844.13
142,2021-03-02 13:59:59.999,48844.14,49117.0,48568.98,48811.03
143,2021-03-02 14:59:59.999,48807.45,49076.7,48712.7,49000.0
144,2021-03-02 15:59:59.999,49000.0,49699.99,48769.32,48899.31
145,2021-03-02 16:59:59.999,48899.3,49043.99,48380.83,48676.08
146,2021-03-02 17:59:59.999,48676.09,48718.18,47265.79,47520.01
147,2021-03-02 18:59:59.999,47519.58,47982.45,47200.0,47852.63
148,2021-03-02 19:59:59.999,47852.63,48030.48,47526.31,47678.38
149,2021-03-02 20:59:59.999,47678.38,47944.43,47144.22,47467.43
150,2021-03-02 21:59:59.999,47467.43,47643.28,47047.6,47529.57
151,2021-03-02 22:59:59.999,47529.57,47870.0,47273.01,47407.03
152,2021-03-02 23:59:59.999,47407.25,47960.0,47331.96,47789.87
153,2021-03-03 00:59:59.999,47793.36,48489.24,47719.7,48440.65
154,2021-03-03 01:59:59.999,48436.61,48745.13,48100.71,48507.96
155,2021-03-03 02:59:59.999,48514.8,48882.43,48458.38,48848.63
156,2021-03-03 03:59:59.999,48848.63,49000.51,48528.92,48594.07
157,2021-03-03 04:59:59.999,48594.06,48839.27,48494.53,48704.75
158,2021-03-03 05:59:59.999,48704.75,49327.7,48653.09,49105.47
159,2021-03-03 06:59:59.999,49105.47,49466.69,48837.0,49079.64
160,2021-03-03 07:59:59.999,49078.59,49637.39,49078.59,49529.9
161,2021-03-03 08:59:59.999,49529.9,49960.0,49474.11,49752.97
162,2021-03-03 09:59:59.999,49752.97,50998.0,49752.97,50909.41
163,2021-03-03 10:59:59.999,50909.4,51495.0,50720.0,51445.31
164,2021-03-03 11:59:59.999,51445.31,51756.05,51187.07,51414.19
165,2021-03-03 12:59:59.999,51414.19,51777.0,51155.33,51666.33
166,2021-03-03 13:59:59.999,51665.83,52575.17,51355.0,52540.04
167,2021-03-03 14:59:59.999,52547.23,52640.0,51188.31,51559.5
168,2021-03-03 15:59:59.999,51559.63,51564.15,50651.0,50776.36
169,2021-03-03 16:59:59.999,50776.35,51155.0,50481.0,50767.36
170,2021-03-03 17:59:59.999,50767.35,51444.9,50750.02,51077.0
171,2021-03-03 18:59:59.999,51077.0,51449.84,50825.18,51307.78
172,2021-03-03 19:59:59.999,51305.5,51600.0,51100.0,51233.11
173,2021-03-03 20:59:59.999,51233.11,51257.29,50260.0,50857.17
174,2021-03-03 21:59:59.999,50857.17,51172.62,50431.37,50521.4
175,2021-03-03 22:59:59.999,50523.93,51123.0,50364.64,50958.6
176,2021-03-03 23:59:59.999,50956.1,51356.86,50500.0,50577.34
177,2021-03-04 00:59:59.999,50577.33,51068.99,50301.5,50349.37
178,2021-03-04 01:59:59.999,50349.37,51147.05,49850.81,50894.48
179,2021-03-04 02:59:59.999,50894.48,51622.94,50714.28,51475.19
180,2021-03-04 03:59:59.999,51475.14,51773.88,50790.55,50791.63
181,2021-03-04 04:59:59.999,50792.02,51033.47,49401.3,49574.89
182,2021-03-04 05:59:59.999,49574.89,49811.66,49010.1,49065.33
183,2021-03-04 06:59:59.999,49065.32,49698.43,49034.81,49661.35
184,2021-03-04 07:59:59.999,49664.4,49870.0,49237.49,49393.07
185,2021-03-04 08:59:59.999,49393.08,49816.0,49320.0,49696.49
186,2021-03-04 09:59:59.999,49701.37,50756.23,49688.46,50221.61
187,2021-03-04 10:59:59.999,50221.67,50225.0,48524.86,49069.98
188,2021-03-04 11:59:59.999,49069.99,49562.49,48747.46,49219.42
189,2021-03-04 12:59:59.999,49216.96,49499.0,48898.64,49323.32
190,2021-03-04 13:59:59.999,49323.31,49764.92,49113.63,49355.84
191,2021-03-04 14:59:59.999,49355.85,49710.0,48721.43,49633.44
192,2021-03-04 15:59:59.999,49633.44,50569.41,49205.13,49422.53
193,2021-03-04 16:59:59.999,49422.53,49812.41,48829.07,49412.6
194,2021-03-04 17:59:59.999,49412.6,50033.92,49300.01,49693.59
195,2021-03-04 18:59:59.999,49694.6,49927.34,48319.36,48508.07
196,2021-03-04 19:59:59.999,48508.01,48666.66,47588.52,47600.01
197,2021-03-04 20:59:59.999,47600.0,48394.04,47596.29,48000.36
198,2021-03-04 21:59:59.999,48000.37,48270.99,47500.0,48221.0
199,2021-03-04 22:59:59.999,48221.0,48434.68,47800.0,47955.77
200,2021-03-04 23:59:59.999,47955.78,48350.0,47859.16,48249.99
201,2021-03-05 00:59:59.999,48249.99,48710.94,48049.0,48374.09
202,2021-03-05 01:59:59.999,48374.09,48376.2,46512.9,46829.84
203,2021-03-05 02:59:59.999,46829.84,47000.0,46300.0,46709.94
204,2021-03-05 03:59:59.999,46709.95,47180.85,46366.33,47108.28
205,2021-03-05 04:59:59.999,47107.25,47339.0,46800.88,47289.81
206,2021-03-05 05:59:59.999,47289.81,47307.69,46500.0,46679.08
207,2021-03-05 06:59:59.999,46670.26,47253.17,46665.73,47153.13
208,2021-03-05 07:59:59.999,47153.13,47442.01,46954.81,47396.56
209,2021-03-05 08:59:59.999,47396.56,47547.0,47010.89,47380.0
210,2021-03-05 09:59:59.999,47380.0,47500.0,46418.12,46634.35
211,2021-03-05 10:59:59.999,46635.75,47157.43,46530.0,47063.51
212,2021-03-05 11:59:59.999,47063.5,47229.79,46780.01,47080.97
213,2021-03-05 12:59:59.999,47080.96,47523.59,47080.96,47478.87
214,2021-03-05 13:59:59.999,47478.86,47880.0,46974.32,47649.99
215,2021-03-05 14:59:59.999,47650.0,48296.93,47325.94,48056.18
216,2021-03-05 15:59:59.999,48061.21,48728.21,47936.51,48136.81
217,2021-03-05 16:59:59.999,48136.82,48698.19,47837.83,47867.45
218,2021-03-05 17:59:59.999,47867.45,47867.45,46885.0,47658.14
219,2021-03-05 18:59:59.999,47656.65,48237.42,47320.0,48096.01
220,2021-03-05 19:59:59.999,48096.0,48558.5,47918.38,48478.11
221,2021-03-05 20:59:59.999,48478.12,49400.0,48310.4,49295.47
222,2021-03-05 21:59:59.999,49285.76,49448.93,48832.17,49173.85
223,2021-03-05 22:59:59.999,49173.85,49398.0,48890.97,49035.21
224,2021-03-05 23:59:59.999,49035.2,49389.99,48673.71,49061.76
225,2021-03-06 00:59:59.999,49061.77,49160.29,48579.59,48751.71
226,2021-03-06 01:59:59.999,48746.81,49156.0,48675.67,48808.05
227,2021-03-06 02:59:59.999,48807.83,48901.65,48520.0,48647.38
228,2021-03-06 04:59:59.999,48647.37,48801.81,48350.0,48657.72
229,2021-03-06 05:59:59.999,48657.72,48687.49,48115.83,48451.16
230,2021-03-06 06:59:59.999,48450.12,48895.32,48193.0,48496.28
231,2021-03-06 07:59:59.999,48496.27,48971.29,48482.17,48922.0
232,2021-03-06 08:59:59.999,48922.0,49117.32,48772.24,48820.12
233,2021-03-06 09:59:59.999,48820.13,49100.0,48600.0,48641.64
234,2021-03-06 10:59:59.999,48641.65,48785.0,48270.01,48335.1
235,2021-03-06 11:59:59.999,48335.22,48499.99,48000.0,48035.36
236,2021-03-06 12:59:59.999,48035.37,48331.91,48000.0,48171.01
237,2021-03-06 13:59:59.999,48171.02,48212.85,47401.82,47660.74
238,2021-03-06 14:59:59.999,47660.75,47753.39,47070.0,47320.3
239,2021-03-06 15:59:59.999,47320.3,47725.51,47201.12,47560.96
240,2021-03-06 16:59:59.999,47562.67,47712.69,47238.32,47267.88
241,2021-03-06 17:59:59.999,47267.88,47941.03,47104.85,47757.43
242,2021-03-06 18:59:59.999,47755.08,48450.0,47655.01,48250.69
243,2021-03-06 19:59:59.999,48250.7,48623.0,48109.79,48473.3
244,2021-03-06 20:59:59.999,48473.3,48690.6,48248.27,48341.01
245,2021-03-06 21:59:59.999,48341.0,48734.84,48223.36,48518.5
246,2021-03-06 22:59:59.999,48518.51,48723.0,48264.63,48578.71
247,2021-03-06 23:59:59.999,48577.22,49200.0,48463.75,48920.88
248,2021-03-07 00:59:59.999,48920.87,49120.01,48805.0,48882.2
249,2021-03-07 01:59:59.999,48882.2,49312.0,48882.2,49203.25
250,2021-03-07 02:59:59.999,49203.25,49490.0,48982.17,49121.95
251,2021-03-07 03:59:59.999,49121.95,49851.0,49052.91,49550.58
252,2021-03-07 04:59:59.999,49550.57,49900.99,49433.88,49551.44
253,2021-03-07 05:59:59.999,49551.43,49687.98,49296.8,49436.18
254,2021-03-07 06:59:59.999,49436.18,49459.25,49111.11,49342.0
255,2021-03-07 07:59:59.999,49342.0,49650.0,49146.68,49458.56
256,2021-03-07 08:59:59.999,49459.61,50179.17,49327.57,50052.68
257,2021-03-07 09:59:59.999,50041.84,50839.54,50041.84,50383.09
258,2021-03-07 10:59:59.999,50384.11,51148.22,50384.11,50943.02
259,2021-03-07 11:59:59.999,50942.82,50985.84,50448.3,50612.92
260,2021-03-07 12:59:59.999,50612.92,50899.22,50472.81,50705.52
261,2021-03-07 13:59:59.999,50705.52,50827.68,50391.19,50746.2
262,2021-03-07 14:59:59.999,50746.2,50850.0,50504.22,50764.44
263,2021-03-07 15:59:59.999,50764.44,51250.0,50130.65,50646.34
264,2021-03-07 16:59:59.999,50644.47,50827.93,50375.0,50585.23
265,2021-03-07 17:59:59.999,50585.23,51352.1,50585.23,51052.9
266,2021-03-07 18:59:59.999,51052.89,51201.0,50757.59,51075.93
267,2021-03-07 19:59:59.999,51075.92,51085.71,50368.2,50412.31
268,2021-03-07 20:59:59.999,50412.31,50580.21,50250.0,50381.68
269,2021-03-07 21:59:59.999,50381.69,50381.69,49758.01,50036.64
270,2021-03-07 22:59:59.999,50036.63,50265.81,49833.08,50086.12
271,2021-03-07 23:59:59.999,50086.11,50784.12,49986.39,50498.55
272,2021-03-08 00:59:59.999,50498.56,51450.03,50480.89,50971.75
273,2021-03-08 01:59:59.999,50959.11,51685.0,50843.59,51491.1
274,2021-03-08 02:59:59.999,51491.1,51847.38,51250.05,51557.7
275,2021-03-08 03:59:59.999,51557.7,51594.22,50481.84,50730.82
276,2021-03-08 04:59:59.999,50730.82,50808.32,50234.98,50598.49
277,2021-03-08 05:59:59.999,50598.49,50598.5,50100.0,50417.44
278,2021-03-08 06:59:59.999,50417.45,50816.16,50355.16,50765.77
279,2021-03-08 07:59:59.999,50765.77,50944.0,50150.42,50274.76
280,2021-03-08 08:59:59.999,50274.76,50427.53,49521.2,49755.24
281,2021-03-08 09:59:59.999,49755.24,49888.59,49274.67,49880.35
282,2021-03-08 10:59:59.999,49880.49,50099.97,49400.0,49880.0
283,2021-03-08 11:59:59.999,49883.13,50271.67,49682.3,50061.0
284,2021-03-08 12:59:59.999,50061.01,50560.0,49878.0,50496.82
285,2021-03-08 13:59:59.999,50490.39,50550.0,50100.01,50275.0
286,2021-03-08 14:59:59.999,50274.58,51065.63,50265.16,50978.43
287,2021-03-08 15:59:59.999,50978.42,51233.0,50122.45,50740.9
288,2021-03-08 16:59:59.999,50744.26,51220.0,50541.67,51054.99
289,2021-03-08 17:59:59.999,51055.0,51175.0,50550.01,50664.91
290,2021-03-08 18:59:59.999,50664.91,50880.0,50630.0,50809.04
291,2021-03-08 19:59:59.999,50801.55,51075.4,50732.36,50803.18
292,2021-03-08 20:59:59.999,50803.19,51485.35,50790.0,51310.82
293,2021-03-08 21:59:59.999,51310.82,51996.58,51236.2,51759.63
294,2021-03-08 22:59:59.999,51762.77,51927.0,51505.0,51848.33
295,2021-03-08 23:59:59.999,51848.34,51900.0,51300.0,51599.99
296,2021-03-09 00:59:59.999,51599.99,52402.78,51599.99,52375.17
297,2021-03-09 01:59:59.999,52375.18,52540.48,51789.41,52020.23
298,2021-03-09 02:59:59.999,52020.24,53760.0,51981.26,53575.35
299,2021-03-09 03:59:59.999,53575.35,53799.0,53250.41,53592.7
300,2021-03-09 04:59:59.999,53592.84,54100.0,53452.47,53840.62
301,2021-03-09 05:59:59.999,53840.63,54040.0,53484.44,53678.88
302,2021-03-09 06:59:59.999,53684.14,54400.8,53681.44,54254.52
303,2021-03-09 07:59:59.999,54254.52,54448.0,53737.0,53847.64
304,2021-03-09 08:59:59.999,53847.64,53890.92,53409.57,53546.9
305,2021-03-09 09:59:59.999,53546.89,54168.99,53274.96,54023.79
306,2021-03-09 10:59:59.999,54023.79,54270.27,53872.05,54112.5
307,2021-03-09 11:59:59.999,54112.5,54355.0,53875.0,54159.52
308,2021-03-09 12:59:59.999,54159.52,54293.97,53917.21,54233.32
309,2021-03-09 13:59:59.999,54235.88,54236.7,53538.77,53725.5
310,2021-03-09 14:59:59.999,53725.49,54815.84,53664.21,54779.99
311,2021-03-09 15:59:59.999,54780.26,54787.99,54364.32,54488.22
312,2021-03-09 16:59:59.999,54491.33,54515.22,53852.36,54097.02
313,2021-03-09 17:59:59.999,54097.03,54338.0,53750.0,54098.11
314,2021-03-09 18:59:59.999,54098.1,54272.05,53770.71,53793.76
315,2021-03-09 19:59:59.999,53793.75,54046.78,53626.97,53885.96
316,2021-03-09 20:59:59.999,53885.96,54225.35,53790.0,54108.79
317,2021-03-09 21:59:59.999,54108.79,54584.19,54052.76,54326.14
318,2021-03-09 22:59:59.999,54326.14,54519.47,53882.52,54278.61
319,2021-03-09 23:59:59.999,54278.61,54860.28,54139.1,54808.75
320,2021-03-10 00:59:59.999,54808.76,54895.0,54474.99,54884.5
321,2021-03-10 01:59:59.999,54874.67,55763.0,54782.93,55510.0
322,2021-03-10 02:59:59.999,55510.01,55813.09,54468.26,54676.87
323,2021-03-10 03:59:59.999,54676.86,54676.87,53300.0,53936.44
324,2021-03-10 04:59:59.999,53936.43,54126.67,53134.8,53467.8
325,2021-03-10 05:59:59.999,53468.33,53837.16,53332.46,53647.63
326,2021-03-10 06:59:59.999,53647.63,53692.21,53005.0,53651.39
327,2021-03-10 07:59:59.999,53651.38,54065.65,53510.01,53864.41
328,2021-03-10 08:59:59.999,53864.4,54407.74,53826.26,54173.38
329,2021-03-10 09:59:59.999,54177.47,54734.96,54032.38,54632.79
330,2021-03-10 10:59:59.999,54632.78,55444.0,54300.11,55227.99
331,2021-03-10 11:59:59.999,55228.0,55389.0,54679.95,54832.98
332,2021-03-10 12:59:59.999,54832.99,54991.0,54512.0,54858.47
333,2021-03-10 13:59:59.999,54858.47,55481.28,54834.0,55219.99
334,2021-03-10 14:59:59.999,55219.99,56333.0,55139.01,56262.56
335,2021-03-10 15:59:59.999,56260.09,56400.0,55761.66,56092.62
336,2021-03-10 16:59:59.999,56092.62,56489.66,55952.63,56328.81
337,2021-03-10 17:59:59.999,56328.81,57075.92,56100.0,57009.53
338,2021-03-10 18:59:59.999,57009.53,57100.0,56366.0,56860.01
339,2021-03-10 19:59:59.999,56860.01,57100.0,56566.0,56730.54
340,2021-03-10 20:59:59.999,56730.55,57387.69,56595.76,56739.4
341,2021-03-10 21:59:59.999,56739.4,56894.11,56037.15,56266.0
342,2021-03-10 22:59:59.999,56266.0,57045.22,55530.01,56918.4
343,2021-03-10 23:59:59.999,56919.1,57225.73,56476.95,56905.37
344,2021-03-11 00:59:59.999,56905.37,56950.0,55800.0,55851.59
345,2021-03-11 01:59:59.999,55851.59,56499.98,55505.0,55601.55
346,2021-03-11 02:59:59.999,55607.55,55947.36,55170.22,55781.92
347,2021-03-11 03:59:59.999,55781.91,56323.51,55649.93,56314.58
348,2021-03-11 04:59:59.999,56316.41,56483.11,55599.0,55992.6
349,2021-03-11 05:59:59.999,55992.6,56179.87,55603.66,55835.4
350,2021-03-11 06:59:59.999,55835.39,55835.39,55200.8,55275.32
351,2021-03-11 07:59:59.999,55275.32,55767.15,55005.0,55557.94
352,2021-03-11 08:59:59.999,55555.13,55797.07,55005.0,55034.2
353,2021-03-11 09:59:59.999,55034.21,55093.53,54272.82,54761.02
354,2021-03-11 10:59:59.999,54761.01,54928.43,54431.86,54474.27
355,2021-03-11 11:59:59.999,54474.27,55612.95,54414.4,55530.6
356,2021-03-11 12:59:59.999,55530.59,56270.75,55407.18,56227.34
357,2021-03-11 13:59:59.999,56233.42,56445.09,55702.09,56272.54
358,2021-03-11 14:59:59.999,56275.0,56999.0,56272.54,56921.18
359,2021-03-11 15:59:59.999,56921.18,57238.5,56462.48,56815.13
360,2021-03-11 16:59:59.999,56815.13,57091.06,55855.0,56347.19
361,2021-03-11 17:59:59.999,56347.19,57030.0,56340.06,56872.1
362,2021-03-11 18:59:59.999,56872.1,57050.0,56269.76,56802.88
363,2021-03-11 19:59:59.999,56802.88,57682.0,56531.67,57519.86
364,2021-03-11 20:59:59.999,57519.86,57651.35,56628.03,56827.84
365,2021-03-11 21:59:59.999,56823.78,57600.0,56560.0,57457.36
366,2021-03-11 22:59:59.999,57457.36,57900.0,57235.29,57562.49
367,2021-03-11 23:59:59.999,57573.7,58050.0,57462.12,57874.67
368,2021-03-12 00:59:59.999,57882.57,58150.0,57604.16,57773.16
369,2021-03-12 01:59:59.999,57773.15,58081.51,56777.77,57362.04
370,2021-03-12 02:59:59.999,57362.05,57640.34,56624.0,56902.8
371,2021-03-12 03:59:59.999,56902.8,57120.67,56700.0,56972.08
372,2021-03-12 04:59:59.999,56972.08,57294.47,56800.0,57104.17
373,2021-03-12 05:59:59.999,57107.14,57238.7,56456.58,56696.17
374,2021-03-12 06:59:59.999,56696.18,57269.87,56350.0,57164.51
375,2021-03-12 07:59:59.999,57168.24,57430.0,56894.49,57061.52
376,2021-03-12 08:59:59.999,57061.52,57061.53,56456.71,56670.9
